# 
#                                CLASSICAL CEPHEIDS IN THE MILKY WAY
# 
#                        Pietrukowicz et al. (2021, Acta Astronomica, 71, 205)
# 
#     List updated in April 2024.     Number of classical Cepheids in the list:  3,647
#
# 
#Source              Name                      RA(2000.0)   Dec(2000.0)  RA[deg]     Dec[deg]    l[deg]      b[deg]      Mode(s)  P_F[day]   P_1O[day]  P_2O[day]  P_3O[day]  Bands  OGLE              OGLE-II           OGLE-III          OGLE-IV           ASAS           ASASSN-V             Gaia-DR3             G[mag]
#***************************************************************************************************************************************************************************************************************************************************************************************************************************
ATLAS                J304.7290+37.9480         20:18:54.97  +37:56:52.8  304.729024   37.947999   75.881695    1.087677  F       40.2027667  0          0          0          Gc     -                 -                 -                 -                 -              -                    2061051627363169536  14.267
ZTF-DR2              J201859.69+375754.9       20:18:59.69  +37:57:54.9  304.748693   37.965237   75.904679    1.084583  F        3.5969281  0          0          0          Gr     -                 -                 -                 -                 -              -                    2061051764802118144  16.423
ATLAS                J304.8116+36.6097         20:19:14.79  +36:36:35.0  304.811630   36.609713   74.813571    0.278591  1O       0          1.8480848  0          0          GVc    -                 -                 -                 -                 -              J201914.79+363635.0  2057541745728763776  13.007
ZTF-DR2              J201921.43+393200.6       20:19:21.44  +39:32:00.6  304.839315   39.533495   77.240148    1.910537  F        3.5652537  0          0          0          Gr     -                 -                 -                 -                 -              -                    2061479371746856192  18.042
ZTF-DR2              J201949.51+370251.4       20:19:49.52  +37:02:51.4  304.956323   37.047620   75.240319    0.430476  F        5.8321841  0          0          0          Gr     -                 -                 -                 -                 -              -                    2060581925433448064  17.434
Gaia-DR3             1861245556872133504       20:20:48.56  +29:46:36.3  305.202338   29.776749   69.357948   -3.853491  F        2.6959113  0          0          0          G      -                 -                 -                 -                 -              -                    1861245556872133504  16.501
GCVS                 V1319_Cyg                 20:20:51.06  +39:00:45.5  305.212755   39.012627   76.974120    1.377465  F       41.3727991  0          0          0          G      -                 -                 -                 -                 -              -                    2061395533983428992   9.898
ATLAS                J305.2363+35.0371         20:20:56.73  +35:02:13.7  305.236393   35.037138   73.712357   -0.895715  F        9.9348246  0          0          0          GVc    -                 -                 -                 -                 -              J202056.73+350213.7  2057125408779118464  13.830
ZTF-DR2              J202137.15+374835.1       20:21:37.15  +37:48:35.1  305.404803   37.809747   76.069963    0.569807  F        6.5150739  0          0          0          Gr     -                 -                 -                 -                 -              -                    2061001496504157184  17.718
ZTF-DR2              J202152.57+360134.4       20:21:52.57  +36:01:34.4  305.469050   36.026217   74.633517   -0.488635  F        2.8379118  0          0          0          Gr     -                 -                 -                 -                 -              -                    2057452921502704000  18.256
ZTF-DR2              J202258.75+382442.9       20:22:58.76  +38:24:42.9  305.744829   38.411911   76.717124    0.693945  F        5.6381246  0          0          0          Gr     -                 -                 -                 -                 -              -                    2061125500797555712  16.074
ZTF-DR2              J202333.01+393614.0       20:23:33.01  +39:36:14.0  305.887557   39.603897   77.757805    1.285929  F        6.2117002  0          0          0          Gr     -                 -                 -                 -                 -              -                    2067435598026004992  16.598
ZTF-DR2              J202338.95+375738.5       20:23:38.96  +37:57:38.5  305.912319   37.960706   76.422820    0.327463  F        9.6711284  0          0          0          Gr     -                 -                 -                 -                 -              -                    2058098648362796288  16.073
ASASSN-V             J202341.18+382700.1       20:23:41.18  +38:26:60.0  305.921570   38.449999   76.827696    0.602321  F        3.4380009  0          0          0          GVc    -                 -                 -                 -                 -              467808               2061129486527124864  12.597
Gaia-DR3             2067546575681746432       20:23:43.85  +40:31:20.8  305.932719   40.522446   78.530406    1.784373  F        3.4561263  0          0          0          G      -                 -                 -                 -                 -              -                    2067546575681746432  17.784
GCVS                 KX____Cyg                 20:24:19.34  +40:33:39.8  306.080585   40.561064   78.626589    1.714549  F       19.9318450  0          0          0          GVc    -                 -                 -                 -                 -              244594               2067549118302850304  10.567
Gaia-DR3             2067251361107786880       20:25:20.47  +39:35:17.5  306.335305   39.588202   77.943532    0.994723  F       10.2843637  0          0          0          G      -                 -                 -                 -                 -              -                    2067251361107786880  13.891
ZTF-DR2              J202623.27+433238.3       20:26:23.27  +43:32:38.3  306.596973   43.543965   81.287230    3.121160  1O       0          2.6887413  0          0          Gr     -                 -                 -                 -                 -              -                    2069080501783040640  16.226
ZTF-DR2              J202735.24+423749.9       20:27:35.25  +42:37:49.8  306.896865   42.630507   80.669302    2.413042  F        5.8506171  0          0          0          Gr     -                 -                 -                 -                 -              -                    2068890389351292928  17.448
GCVS                 V383__Cyg                 20:28:58.16  +34:08:06.3  307.242318   34.135083   73.926688   -2.765153  F        4.6125304  0          0          0          GV     -                 -                 -                 -                 -              261917               2056068193989793792  10.116
ZTF-DR2              J202946.51+374539.3       20:29:46.51  +37:45:39.4  307.443771   37.760935   76.962172   -0.772936  F1O      4.2981220  2.9893505  0          0          Gr     -                 -                 -                 -                 -              -                    2063862597552413056  14.277
GCVS                 SZ____Cyg                 20:32:54.29  +46:36:04.5  308.226210   46.601249   84.445779    3.976441  F       15.1176653  0          0          0          GV     -                 -                 -                 -                 -              212040               2071433765909167232   8.953
ATLAS                J308.2896+37.7722         20:33:09.51  +37:46:20.1  308.289640   37.772246   77.366533   -1.305657  F        6.5845217  0          0          0          Gc     -                 -                 -                 -                 -              -                    2063816658582331776  14.395
ZTF-DR2              J203616.56+443458.2       20:36:16.57  +44:34:58.2  309.069055   44.582844   83.175718    2.299075  F        6.5362707  0          0          0          Gr     -                 -                 -                 -                 -              -                    2069946362888214400  17.861
ZTF-DR2              J203733.85+380342.0       20:37:33.85  +38:03:42.0  309.391045   38.061670   78.119392   -1.827549  1O       0          2.4079741  0          0          Gr     -                 -                 -                 -                 -              -                    2063178250344063872  14.844
ZTF-DR2              J203937.51+443934.8       20:39:37.52  +44:39:34.8  309.906349   44.659664   83.597794    1.871113  F        4.7127177  0          0          0          Gr     -                 -                 -                 -                 -              -                    2070263537632372864  18.649
Gaia-DR3             2071284129247577856       20:40:08.66  +46:38:16.5  310.036058   46.637917   85.223146    3.004604  1O       0          0.3792816  0          0          G      -                 -                 -                 -                 -              -                    2071284129247577856  16.994
Gaia-DR3             2069600708216959104       20:40:56.76  +43:25:37.2  310.236478   43.427003   82.766560    0.930244  F        5.9736871  0          0          0          G      -                 -                 -                 -                 -              -                    2069600708216959104  15.607
Gaia-DR3             2070037794150998144       20:40:57.73  +43:52:48.4  310.240551   43.880122   83.126589    1.205472  1O       0          4.3875086  0          0          G      -                 -                 -                 -                 -              -                    2070037794150998144  17.441
Gaia-DR3             2064520552179716096       20:41:53.95  +40:06:07.3  310.474797   40.102029   80.250394   -1.250752  1O       0          3.9375889  0          0          G      -                 -                 -                 -                 -              -                    2064520552179716096  15.372
ATLAS                J310.5590+48.4236         20:42:14.17  +48:25:25.1  310.559057   48.423648   86.854963    3.817088  F        3.9497533  0          0          0          Gc     -                 -                 -                 -                 -              -                    2167601931957286016  15.438
GCVS                 V1788_Cyg                 20:42:37.18  +38:27:25.4  310.654916   38.457058   79.038718   -2.372679  F       14.0936759  0          0          0          GV     -                 -                 -                 -                 -              257875               2063349022550766720  11.324
NSVS                 1246854                   20:43:11.90  +67:14:47.4  310.799591   67.246499  102.213403   15.023489  1O       0          3.9266261  0          0          GV     -                 -                 -                 -                 -              247819               2246124001521354368  12.373
GCVS                 X_____Cyg                 20:43:24.18  +35:35:16.0  310.850762   35.587777   76.870422   -4.262620  F       16.3512537  0          0          0          GBV    -                 -                 -                 -                 -              -                    1870258975238302208   6.199
ASASSN-V             J204329.89+614522.8       20:43:30.02  +61:45:22.5  310.875086   61.756254   97.671492   11.763359  1O       0          2.0994905  0          0          GV     -                 -                 -                 -                 -              AP15480817           2195158098523149312  14.328
ZTF-DR2              J204341.53+451630.2       20:43:41.55  +45:16:30.1  310.923105   45.275035   84.525601    1.681000  F        4.2311676  0          0          0          Gr     -                 -                 -                 -                 -              -                    2070211757509827840  17.967
ZTF-DR2              J204404.23+444902.3       20:44:04.23  +44:49:02.4  311.017629   44.817322   84.207407    1.345166  F       34.4433032  0          0          0          Gr     -                 -                 -                 -                 -              -                    2070181319081749504  13.360
ZTF-DR2              J204406.29+433924.5       20:44:06.30  +43:39:24.5  311.026247   43.656799   83.300379    0.621008  F        3.3045487  0          0          0          Gr     -                 -                 -                 -                 -              -                    2066974279881470208  18.382
ZTF-DR2              J204431.02+433937.9       20:44:31.03  +43:39:37.9  311.129278   43.660538   83.349561    0.564870  1O       0          3.2581004  0          0          Gr     -                 -                 -                 -                 -              -                    2066994242887955584  12.485
ZTF-DR2              J204431.10+462409.1       20:44:31.10  +46:24:09.2  311.129585   46.402543   85.500448    2.266469  F        4.1938030  0          0          0          Gr     -                 -                 -                 -                 -              -                    2166545954120678016  16.844
ZTF-DR2              J204445.19+442322.5       20:44:45.21  +44:23:22.5  311.188360   44.389596   83.947361    0.984431  F        5.4126956  0          0          0          Gr     -                 -                 -                 -                 -              -                    2070113355518016384  19.011
ZTF-DR2              J204458.91+452946.6       20:44:58.91  +45:29:46.5  311.245472   45.496255   84.839682    1.640570  F        5.0456322  0          0          0          Gr     -                 -                 -                 -                 -              -                    2070240520911836928  17.783
ZTF-DR2              J204534.98+443816.7       20:45:34.99  +44:38:16.8  311.395771   44.637987   84.233878    1.023241  1O       0          4.4727156  0          0          Gr     -                 -                 -                 -                 -              -                    2070122701367046272  13.046
NSVS                 5755049                   20:45:56.12  +41:10:06.8  311.483832   41.168562   81.562272   -1.191368  F       10.6060746  0          0          0          Gr     -                 -                 -                 -                 -              -                    2066169128129884288  12.225
GCVS                 BZ____Cyg                 20:45:59.79  +45:18:25.0  311.499126   45.306934   84.802495    1.383316  F       10.1420974  0          0          0          G-     -                 -                 -                 -                 -              -                    2070224337474904064   9.457
ASASSN-V             J204601.43+522830.6       20:46:01.45  +52:28:29.7  311.506049   52.474925   90.429271    5.839921  1O       0          2.8017757  0          0          GVr    -                 -                 -                 -                 -              AP15340494           2182114793941369856  13.281
GCVS                 V514__Cyg                 20:46:12.55  +45:28:43.0  311.552296   45.478606   84.959956    1.461333  F        5.0988163  0          0          0          GV     -                 -                 -                 -                 -              265355               2166303099490547072  10.529
GCVS                 V3065_Cyg                 20:46:13.94  +43:12:46.3  311.558102   43.212862   83.193331    0.042409  F        5.9679345  0          0          0          Gc     -                 -                 -                 -                 -              -                    2066900067144378752  11.976
ZTF-DR2              J204652.54+464753.9       20:46:52.54  +46:47:53.8  311.718909   46.798276   86.062680    2.196255  1O       0          1.8986329  0          0          Gr     -                 -                 -                 -                 -              -                    2166659616137040000  16.606
ATLAS                J311.8449+50.4540         20:47:22.79  +50:27:14.8  311.844943   50.454103   88.972556    4.417486  F        2.5533119  0          0          0          Gc     -                 -                 -                 -                 -              -                    2168397153741874176  16.271
ZTF-DR2              J204723.58+440303.2       20:47:23.58  +44:03:03.2  311.848252   44.050883   83.978170    0.403545  F        5.5941305  0          0          0          Gr     -                 -                 -                 -                 -              -                    2067090999910661760  17.961
ZTF-DR2              J204725.12+483944.5       20:47:25.12  +48:39:44.4  311.854654   48.662342   87.575287    3.291888  F        2.5507599  0          0          0          Gr     -                 -                 -                 -                 -              -                    2167948965312732160  16.767
ZTF-DR2              J204739.24+440630.0       20:47:39.24  +44:06:30.0  311.913494   44.108337   84.052316    0.403147  1O       0          2.5161098  0          0          Gr     -                 -                 -                 -                 -              -                    2067091622685407104  15.817
ZTF-DR2              J204803.61+453105.9       20:48:03.62  +45:31:05.8  312.015074   45.518283   85.194252    1.233455  F        3.3703473  0          0          0          Gr     -                 -                 -                 -                 -              -                    2166258878505595264  16.578
ZTF-DR2              J204804.99+444649.7       20:48:04.99  +44:46:49.7  312.020806   44.780482   84.623195    0.766163  1O       0          3.3961938  0          0          Gr     -                 -                 -                 -                 -              -                    2067145601833880832  15.499
Gaia-DR3             2166464757756873600       20:48:05.88  +46:32:06.5  312.024492   46.535146   85.989250    1.867884  F        8.3381862  0          0          0          G      -                 -                 -                 -                 -              -                    2166464757756873600  18.688
ZTF-DR2              J204816.91+483656.8       20:48:16.90  +48:36:56.8  312.070436   48.615769   87.628530    3.151621  F        3.6214193  0          0          0          Gr     -                 -                 -                 -                 -              -                    2167956833693039488  16.374
Gaia-DR3             2167154018403944832       20:48:35.79  +48:01:49.5  312.149130   48.030411   87.205735    2.742842  F        2.3344712  0          0          0          Gi     -                 -                 -                 -                 -              -                    2167154018403944832  17.215
ZTF-DR2              J204836.01+440247.1       20:48:36.01  +44:02:47.0  312.150056   44.046395   84.111139    0.232096  F        4.9362951  0          0          0          Gr     -                 -                 -                 -                 -              -                    2067041835424318720  16.436
Gaia-DR3             2167146768506919936       20:49:00.97  +47:49:03.4  312.254033   47.817601   87.084612    2.554188  F        3.2655631  0          0          0          G      -                 -                 -                 -                 -              -                    2167146768506919936  16.927
GCVS                 DR____Cep                 20:49:05.58  +58:53:57.1  312.273265   58.899207   95.790548    9.477862  F       19.0777655  0          0          0          GV     -                 -                 -                 -                 -              90441                2193449320015954688  12.355
ZTF-DR2              J205001.30+462426.6       20:50:01.31  +46:24:26.5  312.505452   46.407367   86.099247    1.530301  1O2O     0          0.7614558  0.6110925  0          Gr     -                 -                 -                 -                 -              -                    2166451460533846016  13.750
ZTF-DR2              J205003.94+441842.5       20:50:03.95  +44:18:42.5  312.516443   44.311805   84.482898    0.196297  F        5.0178581  0          0          0          Gr     -                 -                 -                 -                 -              -                    2067063516419756160  17.517
ZTF-DR2              J205010.95+490408.5       20:50:10.95  +49:04:08.4  312.545627   49.069002   88.178347    3.194641  1O       0          3.1282399  0          0          Gr     -                 -                 -                 -                 -              -                    2168062867846225536  15.759
ASASSN-V             J205012.03+454156.1       20:50:12.02  +45:41:56.0  312.550091   45.698882   85.570721    1.057316  F       12.2162232  0          0          0          GVc    -                 -                 -                 -                 -              656129               2166276333253570432  13.555
ZTF-DR2              J205027.76+492021.2       20:50:27.77  +49:20:21.2  312.615692   49.339212   88.416897    3.330240  1O       0          1.5887411  0          0          Gr     -                 -                 -                 -                 -              -                    2168075924546907776  16.535
ZTF-DR2              J205029.12+452321.2       20:50:29.13  +45:23:21.2  312.621364   45.389215   85.362997    0.822268  1O       0          4.2955278  0          0          Gr     -                 -                 -                 -                 -              -                    2163261815961721472  16.247
ZTF-DR2              J205045.51+421012.6       20:50:45.51  +42:10:12.6  312.689627   42.170163   82.907814   -1.260411  1O       0          5.6850609  0          0          Gg     -                 -                 -                 -                 -              -                    2065869957888142720  11.362
ATLAS                J312.7062+45.4412         20:50:49.49  +45:26:28.5  312.706213   45.441256   85.441032    0.809323  F        7.0915684  0          0          0          Gc     -                 -                 -                 -                 -              -                    2163267519678403712  14.699
GCVS                 V1662_Cyg                 20:51:00.82  +43:08:23.6  312.753431   43.139876   83.686314   -0.680186  F        8.7238149  0          0          0          GVc    -                 -                 -                 -                 -              271037               2066760837184240896  11.853
GCVS                 V347__Cyg                 20:51:26.57  +46:07:15.7  312.860710   46.121030   86.034093    1.158729  F        8.7361232  0          0          0          GVc    -                 -                 -                 -                 -              J205126.45+460716.0  2166382882810197504  11.592
Gaia-DR3             2066850073724540160       20:51:27.69  +43:48:37.5  312.865393   43.810413   84.255160   -0.315959  F        2.9313920  0          0          0          G      -                 -                 -                 -                 -              -                    2066850073724540160  16.854
GCVS                 V1533_Cyg                 20:51:27.87  +46:18:12.7  312.866142   46.303514   86.177195    1.272067  F1O      3.1608968  2.2360102  0          0          GV     -                 -                 -                 -                 -              266103               2166389269407411200  12.284
GCVS                 T_____Vul                 20:51:28.24  +28:15:01.7  312.867677   28.250482   72.132359  -10.151814  F        4.4355444  0          0          0          GBV    -                 -                 -                 -                 -              -                    1857884212378132096   5.500
ZTF-DR2              J205222.21+480511.0       20:52:22.20  +48:05:10.9  313.092515   48.086354   87.649174    2.290693  1O       0          1.0486827  0          0          Gr     -                 -                 -                 -                 -              -                    2167124331597136000  17.193
ZTF-DR2              J205246.86+491222.4       20:52:46.86  +49:12:22.4  313.195266   49.206224   88.555061    2.953877  F        4.0356718  0          0          0          Gr     -                 -                 -                 -                 -              -                    2167340381323558656  15.939
ZTF-DR2              J205301.97+470135.8       20:53:01.97  +47:01:35.8  313.258197   47.026602   86.905617    1.526940  F       10.6301794  0          0          0          Gr     -                 -                 -                 -                 -              -                    2166818804808477824  13.852
ATLAS                J313.3564+46.7215         20:53:25.56  +46:43:17.5  313.356489   46.721532   86.714499    1.279799  F       11.7650159  0          0          0          Gc     -                 -                 -                 -                 -              -                    2166798979238510592  14.591
ZTF-DR2              J205331.94+425216.9       20:53:31.94  +42:52:16.9  313.383097   42.871356   83.773998   -1.205965  F        6.3039981  0          0          0          Gr     -                 -                 -                 -                 -              -                    2066009153488742272  15.115
ZTF-DR2              J205350.41+424806.3       20:53:50.41  +42:48:06.3  313.460047   42.801747   83.756875   -1.293921  F        4.8006430  0          0          0          Gr     -                 -                 -                 -                 -              -                    2065996783982879232  15.760
ATLAS                J313.5526+48.1606         20:54:12.63  +48:09:38.3  313.552625   48.160641   87.903208    2.102511  F        4.2869815  0          0          0          Gc     -                 -                 -                 -                 -              -                    2167028463619359104  15.833
ZTF-DR2              J205423.31+435132.2       20:54:23.31  +43:51:32.2  313.597134   43.858953   84.630576   -0.690176  F       14.4846968  0          0          0          Gr     -                 -                 -                 -                 -              -                    2162868912348088960  17.251
ASASSN-V             J205425.66+454331.0       20:54:25.70  +45:43:30.9  313.607074   45.725239   86.062735    0.506518  F        6.3847746  0          0          0          GVc    -                 -                 -                 -                 -              472191               2163333284226072960  13.431
ZTF-DR2              J205428.78+472831.0       20:54:28.78  +47:28:31.0  313.619931   47.475267   87.407405    1.626885  1O       0          2.8291207  0          0          Gr     -                 -                 -                 -                 -              -                    2166855432290791808  15.752
ZTF-DR2              J205428.85+443450.0       20:54:28.85  +44:34:49.9  313.620228   44.580537   85.193193   -0.238023  1O       0          2.1660162  0          0          Gr     -                 -                 -                 -                 -              -                    2162972914978876544  18.005
Gaia-DR3             2163329126697735552       20:54:38.73  +45:39:04.1  313.661386   45.651143   86.030522    0.429758  F        5.7932171  0          0          0          G      -                 -                 -                 -                 -              -                    2163329126697735552  14.846
ZTF-DR2              J205451.69+481851.5       20:54:51.70  +48:18:51.5  313.715399   48.314298   88.090710    2.118480  F1O      1.6479919  1.1885312  0          0          Gr     -                 -                 -                 -                 -              -                    2167037092224125056  14.849
ZTF-DR2              J205455.77+502129.7       20:54:55.77  +50:21:29.7  313.732392   50.358238   89.663052    3.426702  F        5.7271174  0          0          0          Gr     -                 -                 -                 -                 -              -                    2169651352908049920  16.189
GCVS                 V520__Cyg                 20:54:57.53  +47:32:01.6  313.739699   47.533790   87.504335    1.602740  F        4.0491705  0          0          0          GV     -                 -                 -                 -                 -              265993               2166861170366710272  10.372
ZTF-DR2              J205533.85+492404.7       20:55:33.86  +49:24:04.7  313.891064   49.401308   88.996576    2.731530  F        3.2257235  0          0          0          Gr     -                 -                 -                 -                 -              -                    2168790263507417984  17.108
ZTF-DR2              J205610.68+460545.6       20:56:10.68  +46:05:45.6  314.044506   46.095994   86.542375    0.513825  F        3.4505668  0          0          0          Gr     -                 -                 -                 -                 -              -                    2163717387435259776  18.853
ATLAS                J314.1065+45.1888         20:56:25.57  +45:11:19.8  314.106558   45.188829   85.880022   -0.107568  F        3.1131117  0          0          0          Gc     -                 -                 -                 -                 -              -                    2163105616604037888  15.541
GCVS                 V2565_Cyg                 20:56:40.49  +41:18:27.6  314.168700   41.307659   82.955033   -2.660287  1O       0          0.5066135  0          0          G      -                 -                 -                 -                 -              -                    2065622468992684288  13.679
ATLAS                J314.1788+40.2584         20:56:42.93  +40:15:30.5  314.178862   40.258486   82.160092   -3.346314  F        2.8218594  0          0          0          Gc     -                 -                 -                 -                 -              -                    1873298884367855872  16.184
ZTF-DR2              J205714.21+464459.3       20:57:14.21  +46:44:59.3  314.309194   46.749804   87.158056    0.799735  1O       0          3.5733915  0          0          Gr     -                 -                 -                 -                 -              -                    2163806383469325952  14.323
GCVS                 VX____Cyg                 20:57:20.83  +40:10:38.9  314.336780   40.177486   82.176706   -3.490629  F       20.1343606  0          0          0          GV     -                 -                 -                 -                 -              269930               1873250780732545920   9.422
ZTF-DR2              J205723.24+483204.7       20:57:23.24  +48:32:04.5  314.346813   48.534589   88.530195    1.941870  1O       0          1.7998366  0          0          Gr     -                 -                 -                 -                 -              -                    2167054615691564416  17.215
ZTF-DR2              J205730.09+493258.0       20:57:30.09  +49:32:57.9  314.375362   49.549425   89.313677    2.587907  F        3.0608638  0          0          0          Gr     -                 -                 -                 -                 -              -                    2168817579500069504  16.597
ZTF-DR2              J205743.93+500217.8       20:57:43.93  +50:02:17.8  314.433051   50.038282   89.709569    2.877725  F       31.1775706  0          0          0          Gr     -                 -                 -                 -                 -              -                    2168881591694145920  13.827
Gaia-DR3             2166945729677678208       20:57:46.49  +47:42:07.8  314.443711   47.702160   87.940375    1.350664  F        4.0900716  0          0          0          G      -                 -                 -                 -                 -              -                    2166945729677678208  15.265
ATLAS                J314.4569+46.8984         20:57:49.67  +46:53:54.3  314.456948   46.898424   87.336693    0.819841  1O       0          2.7972173  0          0          GVc    -                 -                 -                 -                 -              266057               2163813564654741888  11.604
ASASSN-V             J205808.28+445800.4       20:58:08.29  +44:58:00.4  314.534523   44.966765   85.908145   -0.481532  F        9.7207340  0          0          0          GVc    -                 -                 -                 -                 -              562060               2163049885106065408  13.790
ZTF-DR2              J205821.20+422157.5       20:58:21.21  +42:21:57.5  314.588383   42.365971   83.963043   -2.209131  1O       0          1.0881447  0          0          Gr     -                 -                 -                 -                 -              -                    2161802759729724288  17.638
ZTF-DR2              J205849.43+475840.1       20:58:49.43  +47:58:40.0  314.705970   47.977779   88.264154    1.397353  1O       0          2.5652012  0          0          Gr     -                 -                 -                 -                 -              -                    2166974248261537024  17.221
ASASSN-V             J205916.93+443346.1       20:59:16.93  +44:33:45.8  314.820523   44.562735   85.735410   -0.899432  F1O      3.9505872  2.7958169  0          0          GV     -                 -                 -                 -                 -              472196               2162275240493961984  13.790
ASASSN-V             J205933.64+443359.9       20:59:33.59  +44:33:59.8  314.889978   44.566600   85.770786   -0.934252  1O       0          3.7823043  0          0          GV     -                 -                 -                 -                 -              AP14957191           2162275760198598528  13.438
ATLAS                J314.9567+46.5590         20:59:49.62  +46:33:32.6  314.956736   46.559062   87.304344    0.338717  F        6.7677099  0          0          0          GVc    -                 -                 -                 -                 -              267033               2163744982615101568  12.907
Gaia-DR3             2163847439043169408       21:59:56.87  +46:55:31.8  314.986972   46.925494   87.594202    0.563860  1O       0          4.3921137  0          0          G      -                 -                 -                 -                 -              -                    2163847439043169408  15.541
Gaia-DR3             2163847439043169408       21:59:56.87  +46:55:31.8  314.986972   46.925494   87.594202    0.563860  F        4.3921137  0          0          0          G      -                 -                 -                 -                 -              -                    2163847439043169408  15.541
Gaia-DR3             2163530784010963584       21:59:58.29  +46:07:20.5  314.992865   46.122360   86.991542    0.032960  1O       0          2.1363641  0          0          G      -                 -                 -                 -                 -              -                    2163530784010963584  15.891
GCVS                 TX____Cyg                 21:00:06.38  +42:35:51.2  315.026581   42.597550   84.349985   -2.301722  F       14.7071368  0          0          0          GV     -                 -                 -                 -                 -              269796               2161786374436607616   8.521
ATLAS                J315.0564+47.2582         21:00:13.54  +47:15:29.7  315.056428   47.258257   87.876036    0.747019  F        3.1967371  0          0          0          Gc     -                 -                 -                 -                 -              -                    2163872629037282048  16.060
GCVS                 V1543_Cyg                 21:00:15.80  +48:26:57.7  315.065834   48.449367   88.777566    1.525709  F1O      2.0303144  1.4667273  0          0          GV     -                 -                 -                 -                 -              278554               2168490814081092608  12.098
ATLAS                J315.0811+44.5224         21:00:19.48  +44:31:20.9  315.081184   44.522468   85.827069   -1.065976  F        2.7590917  0          0          0          Gc     -                 -                 -                 -                 -              -                    2162268853891035648  14.901
Gaia-DR3             2168964501736155776       21:00:32.78  +50:32:09.4  315.136576   50.535955   90.380876    2.863335  F        3.8196699  0          0          0          G      -                 -                 -                 -                 -              -                    2168964501736155776  16.416
ZTF-DR2              J210102.36+481713.5       21:01:02.36  +48:17:13.5  315.259830   48.287090   88.740327    1.321852  F        2.1903374  0          0          0          Gr     -                 -                 -                 -                 -              -                    2165488498814517376  17.636
ZTF-DR2              J210103.28+492627.3       21:01:03.29  +49:26:27.2  315.263699   49.440900   89.609783    2.080804  1O       0          4.7681394  0          0          Gr     -                 -                 -                 -                 -              -                    2168605236316112896  15.238
ATLAS                J315.3221+53.9428         21:01:17.32  +53:56:34.3  315.322151   53.942853   93.029147    5.017509  F        2.8411667  0          0          0          Gc     -                 -                 -                 -                 -              -                    2170712072388410496  15.950
GCVS                 V2568_Cyg                 21:01:48.81  +50:47:09.6  315.453374   50.786013   90.701699    2.877102  F        9.7217849  0          0          0          GV     -                 -                 -                 -                 -              277215               2168974530478099328  10.093
ZTF-DR2              J210148.96+472744.0       21:01:48.96  +47:27:44.0  315.454004   47.462221   88.207011    0.679175  1O       0          1.4453222  0          0          Gr     -                 -                 -                 -                 -              -                    2163901216340352128  15.932
ATLAS                J315.4723+46.4823         21:01:53.37  +46:28:56.6  315.472369   46.482377   87.480638    0.021406  F        5.4720589  0          0          0          Gc     -                 -                 -                 -                 -              -                    2163635100177988864  14.716
ZTF-DR2              J210226.92+460422.5       21:02:26.93  +46:04:22.5  315.612190   46.072930   87.237948   -0.322233  1O2O     0          0.9481443  0.7608850  0          Gr     -                 -                 -                 -                 -              -                    2163575859669580160  17.272
ZTF-DR2              J210227.42+485624.1       21:02:27.42  +48:56:24.1  315.614241   48.940016   89.385288    1.577792  F        6.2781812  0          0          0          Gr     -                 -                 -                 -                 -              -                    2168533802418834816  17.100
ATLAS                J315.6675+45.0927         21:02:40.21  +45:05:34.1  315.667545   45.092795   86.530148   -1.001392  F        2.1131802  0          0          0          Gc     -                 -                 -                 -                 -              -                    2162679246615275264  16.268
ZTF-DR2              J210249.17+482956.0       21:02:49.17  +48:29:56.0  315.704877   48.498875   89.094750    1.240420  F        5.2588816  0          0          0          Gr     -                 -                 -                 -                 -              -                    2165512752484016000  16.224
ZTF-DR2              J210307.22+493044.2       21:03:07.22  +49:30:44.1  315.780089   49.512257   89.885490    1.876482  F       10.9319068  0          0          0          Gr     -                 -                 -                 -                 -              -                    2168655710772034304  14.935
ATLAS                J315.8080+47.8887         21:03:13.93  +47:53:19.3  315.808042   47.888700   88.684332    0.783633  F        3.8701380  0          0          0          Gc     -                 -                 -                 -                 -              -                    2165415243850306560  15.050
ZTF-DR2              J210322.45+503849.1       21:03:22.46  +50:38:49.1  315.843571   50.646974   90.761300    2.599932  F        4.4504924  0          0          0          Gr     -                 -                 -                 -                 -              -                    2169329780112603904  16.885
ZTF-DR2              J210329.58+505623.5       21:03:29.59  +50:56:23.5  315.873286   50.939857   90.992891    2.780533  F        2.8374170  0          0          0          Gr     -                 -                 -                 -                 -              -                    2169354480466786304  19.310
GCVS                 VY____Cyg                 21:04:16.63  +39:58:20.0  316.069302   39.972233   82.894945   -4.624810  F        7.8575841  0          0          0          GV     -                 -                 -                 -                 -              269923               1873112207907294848   9.205
GCVS                 V2201_Cyg                 21:04:16.83  +49:44:39.8  316.070112   49.744402   90.183941    1.890820  F        2.4183067  0          0          0          GVc    -                 -                 -                 -                 -              277841               2168683473441151872  11.391
ZTF-DR2              J210421.04+475545.8       21:04:21.04  +47:55:45.7  316.087673   47.929372   88.839558    0.670955  1O       0          3.7425867  0          0          Gr     -                 -                 -                 -                 -              -                    2165427063600859904  15.490
ATLAS                J316.0894+45.2393         21:04:21.46  +45:14:21.7  316.089413   45.239370   86.837554   -1.125843  F        3.5690219  0          0          0          GVc    -                 -                 -                 -                 -              AP14967712           2162640763705905920  13.758
